,Date,Original premiere,Directors,Normalised title,Composer,Multiple bill,Multiple bill,Season,Occasion,Language,Dutch,German
2602,13/12/1924,1913,Fé Derickx & Bernard Tokkie,De Doode Oogen,Albert D'Eugen,True,True,1924-1925,N,German,False,True
2603,13/12/1924,1900,Fé Derickx & Bernard Tokkie,PhoebÃ©,AndrÃ© GÃ©dalge,True,True,1924-1925,N,other,False,False
2604,14/12/1924,1921,Fé Derickx & Bernard Tokkie,De Legende van Sakuntala,Franco Alfano,False,False,1924-1925,N,other,False,False
2605,14/12/1924,1874,Fé Derickx & Bernard Tokkie,De Getemde Feeks,Hermann Goetz,False,False,1924-1925,N,German,False,True
2606,16/12/1924,1791,Fé Derickx & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1924-1925,G,German,False,True
2607,18/12/1924,1921,Fé Derickx & Bernard Tokkie,De Legende van Sakuntala,Franco Alfano,False,False,1924-1925,N,other,False,False
2608,20/12/1924,1909,Fé Derickx & Bernard Tokkie,De Gouden Haan,Nikolay Rimsky-Korsakov,False,False,1924-1925,N,other,False,False
2609,21/12/1924,1893,Fé Derickx & Bernard Tokkie,Hansje en Grietje,Engelbert Humperdinck,False,False,1924-1925,N,German,False,True
2610,21/12/1924,1921,Fé Derickx & Bernard Tokkie,De Legende van Sakuntala,Franco Alfano,False,False,1924-1925,N,other,False,False
2611,23/12/1924,1909,Fé Derickx & Bernard Tokkie,De Gouden Haan,Nikolay Rimsky-Korsakov,False,False,1924-1925,N,other,False,False
2612,25/12/1924,1913,Fé Derickx & Bernard Tokkie,De Doode Oogen,Albert D'Eugen,True,True,1924-1925,N,German,False,True
2613,25/12/1924,1900,Fé Derickx & Bernard Tokkie,PhoebÃ©,AndrÃ© GÃ©dalge,True,True,1924-1925,N,other,False,False
2614,25/12/1924,1845,Fé Derickx & Bernard Tokkie,Tannhauser,Richard Wagner,False,False,1924-1925,N,German,False,True
2615,26/12/1924,1893,Fé Derickx & Bernard Tokkie,Hansje en Grietje,Engelbert Humperdinck,False,False,1924-1925,N,German,False,True
2616,27/12/1924,1921,Fé Derickx & Bernard Tokkie,De Legende van Sakuntala,Franco Alfano,False,False,1924-1925,N,other,False,False
2617,28/12/1924,1791,Fé Derickx & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1924-1925,N,German,False,True
2618,28/12/1924,1881,Fé Derickx & Bernard Tokkie,Hoffmann's Vertellingenen,Jacques Offenbach,False,False,1924-1925,N,other,False,False
2619,30/12/1924,1881,Fé Derickx & Bernard Tokkie,Hoffmann's Vertellingenen,Jacques Offenbach,False,False,1924-1925,N,other,False,False
2620,01/01/1925,?,Fé Derickx & Bernard Tokkie,Jean-Marie,W. Verbeeck,True,True,1924-1925,N,other,False,False
2621,01/01/1925,?,Fé Derickx & Bernard Tokkie,Zooals Voorheen,L. Van Dam,True,True,1924-1925,N,other,False,False
2622,01/01/1925,1902,Fé Derickx & Bernard Tokkie,Winternachtsdroom,August de Boeck,True,True,1924-1925,N,Dutch,True,False
2623,03/01/1925,1881,Fé Derickx & Bernard Tokkie,Hoffmann's Vertellingenen,Jacques Offenbach,False,False,1924-1925,N,other,False,False
2624,04/01/1925,1909,Fé Derickx & Bernard Tokkie,De Gouden Haan,Nikolay Rimsky-Korsakov,False,False,1924-1925,N,other,False,False
2625,04/01/1925,1845,Fé Derickx & Bernard Tokkie,Tannhauser,Richard Wagner,False,False,1924-1925,N,German,False,True
2626,06/01/1925,1791,Fé Derickx & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1924-1925,G,German,False,True
2627,08/01/1925,1921,Fé Derickx & Bernard Tokkie,De Legende van Sakuntala,Franco Alfano,False,False,1924-1925,N,other,False,False
2628,10/01/1925,1869,Fé Derickx & Bernard Tokkie,Het Rijngoud,Richard Wagner,False,False,1924-1925,N,German,False,True
2629,11/01/1925,1845,Fé Derickx & Bernard Tokkie,Tannhauser,Richard Wagner,False,False,1924-1925,N,German,False,True
2630,11/01/1925,1881,Fé Derickx & Bernard Tokkie,Hoffmann's Vertellingenen,Jacques Offenbach,False,False,1924-1925,N,other,False,False
2631,13/01/1925,1913,Fé Derickx & Bernard Tokkie,De Doode Oogen,Albert D'Eugen,True,True,1924-1925,G,German,False,True
2632,13/01/1925,?,Fé Derickx & Bernard Tokkie,Zooals Voorheen,L. Van Dam,True,True,1924-1925,G,other,False,False
2633,15/01/1925,?,Fé Derickx & Bernard Tokkie,Jean-Marie,W. Verbeeck,True,True,1924-1925,N,other,False,False
2634,15/01/1925,1888,Fé Derickx & Bernard Tokkie,Milenka,Jan Blockx,True,True,1924-1925,N,other,False,False
2635,15/01/1925,1902,Fé Derickx & Bernard Tokkie,Winternachtsdroom,August de Boeck,True,True,1924-1925,N,Dutch,True,False
2636,17/01/1925,1874,Fé Derickx & Bernard Tokkie,De Walkure,Richard Wagner,False,False,1924-1925,N,German,False,True
2637,18/01/1925,?,Fé Derickx & Bernard Tokkie,Jean-Marie,W. Verbeeck,True,True,1924-1925,N,other,False,False
2638,18/01/1925,1888,Fé Derickx & Bernard Tokkie,Milenka,Jan Blockx,True,True,1924-1925,N,other,False,False
2639,18/01/1925,1902,Fé Derickx & Bernard Tokkie,Winternachtsdroom,August de Boeck,True,True,1924-1925,N,Dutch,True,False
2640,18/01/1925,1921,Fé Derickx & Bernard Tokkie,De Legende van Sakuntala,Franco Alfano,True,True,1924-1925,N,other,False,False
2641,18/01/1925,?,Fé Derickx & Bernard Tokkie,Dansenreeks,?,True,True,1924-1925,N,other,False,False
2642,20/11/1925,1909,Fé Derickx & Bernard Tokkie,De Gouden Haan,Nikolay Rimsky-Korsakov,False,False,1925-1926,G,other,False,False
2643,22/01/1925,1874,Fé Derickx & Bernard Tokkie,De Walkure,Richard Wagner,False,False,1924-1925,N,German,False,True
2644,24/01/1925,1821,Fé Derickx & Bernard Tokkie,De Vrijschutter,Carl Maria von Weber,False,False,1924-1925,N,German,False,True
2645,25/01/1925,1921,Fé Derickx & Bernard Tokkie,De Legende van Sakuntala,Franco Alfano,False,False,1924-1925,N,other,False,False
2646,25/01/1925,?,Fé Derickx & Bernard Tokkie,Jean-Marie,W. Verbeeck,True,True,1924-1925,N,other,False,False
2647,25/01/1925,1893,Fé Derickx & Bernard Tokkie,Hansje en Grietje,Engelbert Humperdinck,True,True,1924-1925,N,German,False,True
2648,27/01/1925,1874,Fé Derickx & Bernard Tokkie,De Walkure,Richard Wagner,False,False,1924-1925,N,German,False,True
2649,29/01/1925,1821,Fé Derickx & Bernard Tokkie,De Vrijschutter,Carl Maria von Weber,False,False,1924-1925,N,German,False,True
2650,31/01/1925,1921,Fé Derickx & Bernard Tokkie,De Legende van Sakuntala,Franco Alfano,True,True,1924-1925,N,other,False,False
2651,31/01/1925,?,Fé Derickx & Bernard Tokkie,Dansenreeks,?,True,True,1924-1925,N,other,False,False
2652,31/01/1925,?,Fé Derickx & Bernard Tokkie,Jean-Marie,W. Verbeeck,True,True,1924-1925,N,other,False,False
2653,31/01/1925,1888,Fé Derickx & Bernard Tokkie,Milenka,Jan Blockx,True,True,1924-1925,N,other,False,False
2654,31/01/1925,1902,Fé Derickx & Bernard Tokkie,Winternachtsdroom,August de Boeck,True,True,1924-1925,N,Dutch,True,False
2655,01/02/1925,1821,Fé Derickx & Bernard Tokkie,De Vrijschutter,Carl Maria von Weber,False,False,1924-1925,N,German,False,True
2656,03/02/1925,1821,Fé Derickx & Bernard Tokkie,De Vrijschutter,Carl Maria von Weber,False,False,1924-1925,N,German,False,True
2657,05/02/1925,1881,Fé Derickx & Bernard Tokkie,Hoffmann's Vertellingenen,Jacques Offenbach,False,False,1924-1925,N,other,False,False
2658,07/02/1925,1845,Fé Derickx & Bernard Tokkie,Tannhauser,Richard Wagner,False,False,1924-1925,N,German,False,True
2659,08/02/1925,1881,Fé Derickx & Bernard Tokkie,Hoffmann's Vertellingenen,Jacques Offenbach,False,False,1924-1925,N,other,False,False
2660,08/02/1925,1874,Fé Derickx & Bernard Tokkie,De Walkure,Richard Wagner,False,False,1924-1925,N,German,False,True
2661,10/02/1925,1913,Fé Derickx & Bernard Tokkie,De Doode Oogen,Albert D'Eugen,True,True,1924-1925,G,German,False,True
2662,10/02/1925,?,Fé Derickx & Bernard Tokkie,Jean-Marie,W. Verbeeck,True,True,1924-1925,G,other,False,False
2663,11/02/1925,1921,Fé Derickx & Bernard Tokkie,De Legende van Sakuntala,Franco Alfano,False,False,1924-1925,G,other,False,False
2664,14/02/1925,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,False,1924-1925,G,other,False,False
2665,15/02/1925,1913,Fé Derickx & Bernard Tokkie,De Doode Oogen,Albert D'Eugen,True,True,1924-1925,N,German,False,True
2666,15/02/1925,?,Fé Derickx & Bernard Tokkie,Dansenreeks,?,True,True,1924-1925,N,other,False,False
2667,15/02/1925,1909,Fé Derickx & Bernard Tokkie,De Gouden Haan,Nikolay Rimsky-Korsakov,True,True,1924-1925,N,other,False,False
2668,17/02/1925,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,False,1924-1925,N,other,False,False
2669,19/02/1925,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,False,1924-1925,N,other,False,False
2670,21/02/1925,1881,Fé Derickx & Bernard Tokkie,Hoffmann's Vertellingenen,Jacques Offenbach,False,False,1924-1925,N,other,False,False
2671,22/02/1925,1896,Fé Derickx & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1924-1925,N,Dutch,True,False
2672,22/02/1925,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,False,1924-1925,N,other,False,False
2673,23/02/1925,1893,Fé Derickx & Bernard Tokkie,Hansje en Grietje,Engelbert Humperdinck,False,False,1924-1925,N,German,False,True
2674,23/01/1925,1875,Fé Derickx & Bernard Tokkie,Carmen,Georges Bizet,False,False,1924-1925,N,other,False,False
2675,24/02/1925,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,False,1924-1925,N,other,False,False
2676,26/02/1925,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,False,1924-1925,N,other,False,False
2677,28/02/1925,1786,Fé Derickx & Bernard Tokkie,Figaro's Bruiloft,Wolfgang Amadeus Mozart,False,False,1924-1925,N,other,False,False
2678,01/03/1925,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,False,1924-1925,N,other,False,False
2679,01/03/1925,1821,Fé Derickx & Bernard Tokkie,De Vrijschutter,Carl Maria von Weber,True,True,1924-1925,N,German,False,True
2680,01/03/1925,1900,Fé Derickx & Bernard Tokkie,PhoebÃ©,AndrÃ© GÃ©dalge,True,True,1924-1925,N,other,False,False
2681,03/03/1925,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,False,1924-1925,N,other,False,False
2682,05/03/1925,1786,Fé Derickx & Bernard Tokkie,Figaro's Bruiloft,Wolfgang Amadeus Mozart,False,False,1924-1925,N,other,False,False
2683,07/03/1925,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,False,1924-1925,N,other,False,False
2684,08/03/1925,1786,Fé Derickx & Bernard Tokkie,Figaro's Bruiloft,Wolfgang Amadeus Mozart,False,False,1924-1925,N,other,False,False
2685,08/03/1925,1920,Fé Derickx & Bernard Tokkie,De Drie Houten Poppen,Michel-Maurice LÃ©vy,True,True,1924-1925,N,other,False,False
2686,08/03/1925,1913,Fé Derickx & Bernard Tokkie,De Doode Oogen,Albert D'Eugen,True,True,1924-1925,N,German,False,True
2687,10/03/1925,1899,Fé Derickx & Bernard Tokkie,Quinten Massijs,Emile Wambach,True,True,1924-1925,G,Dutch,True,False
2688,10/03/1925,,Fé Derickx & Bernard Tokkie,De drie Houten Poppen,,True,True,1924-1925,G,other,False,False
2689,12/03/1925,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,False,1924-1925,N,other,False,False
2690,14/03/1925,1881,Fé Derickx & Bernard Tokkie,Hoffmann's Vertellingenen,Jacques Offenbach,False,False,1924-1925,N,other,False,False
2691,15/03/1925,1921,Fé Derickx & Bernard Tokkie,De Legende van Sakuntala,Franco Alfano,False,False,1924-1925,N,other,False,False
2692,15/03/1925,1786,Fé Derickx & Bernard Tokkie,Figaro's Bruiloft,Wolfgang Amadeus Mozart,False,False,1924-1925,N,other,False,False
2693,17/03/1925,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,False,1924-1925,G,other,False,False
2694,17/03/1925,1791,Fé Derickx & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1924-1925,G,German,False,True
2695,19/03/1925,1821,Fé Derickx & Bernard Tokkie,De Vrijschutter,Carl Maria von Weber,False,False,1924-1925,N,German,False,True
2696,21/03/1925,1922,Fé Derickx & Bernard Tokkie,Stepan,Ebbe Hamerik,False,False,1924-1925,N,other,False,False
2697,22/03/1925,1896,Fé Derickx & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1924-1925,N,Dutch,True,False
2698,22/03/1925,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,False,1924-1925,N,other,False,False
2699,26/03/1925,1922,Fé Derickx & Bernard Tokkie,Stepan,Ebbe Hamerik,False,False,1924-1925,N,other,False,False
2700,28/03/1925,?,Fé Derickx & Bernard Tokkie,Jean-Marie,W. Verbeeck,True,True,1924-1925,N,other,False,False
2701,28/03/1925,1888,Fé Derickx & Bernard Tokkie,Milenka,Jan Blockx,True,True,1924-1925,N,other,False,False
2702,28/03/1925,1902,Fé Derickx & Bernard Tokkie,Winternachtsdroom,August de Boeck,True,True,1924-1925,N,Dutch,True,False
2703,29/03/1925,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,False,1924-1925,N,other,False,False
2704,29/03/1925,?,Fé Derickx & Bernard Tokkie,Zooals Voorheen,L. Van Dam,True,True,1924-1925,N,other,False,False
2705,29/03/1925,1922,Fé Derickx & Bernard Tokkie,Stepan,Ebbe Hamerik,True,True,1924-1925,N,other,False,False
2706,31/03/1925,1860,Fé Derickx & Bernard Tokkie,Tristan en Isolde,Richard Wagner,False,False,1924-1925,G,German,False,True
2707,02/04/1925,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,False,1924-1925,N,other,False,False
2708,04/04/1925,1913,Fé Derickx & Bernard Tokkie,De Doode Oogen,Albert D'Eugen,True,True,1924-1925,N,German,False,True
2709,04/04/1925,1924,Fé Derickx & Bernard Tokkie,Poppenliefde,James Ensor,True,True,1924-1925,N,other,False,False
2710,05/04/1925,1922,Fé Derickx & Bernard Tokkie,Stepan,Ebbe Hamerik,False,False,1924-1925,N,other,False,False
2711,05/04/1925,1875,Fé Derickx & Bernard Tokkie,Carmen,Georges Bizet,False,False,1924-1925,N,other,False,False
2712,07/04/1925,1896,Fé Derickx & Bernard Tokkie,Herbergprinses,Jan Blockx,True,True,1924-1925,N,Dutch,True,False
2713,07/04/1925,1924,Fé Derickx & Bernard Tokkie,Poppenliefde,James Ensor,True,True,1924-1925,N,other,False,False
2714,09/04/1925,1845,Fé Derickx & Bernard Tokkie,Tannhauser,Richard Wagner,False,False,1924-1925,N,German,False,True
2715,12/04/1925,1845,Fé Derickx & Bernard Tokkie,Tannhauser,Richard Wagner,False,False,1924-1925,N,German,False,True
2716,11/04/1925,1848,Fé Derickx & Bernard Tokkie,De Ring des Nevelings,Richard Wagner,False,False,1924-1925,N,German,False,True
2717,19/04/1925,1848,Fé Derickx & Bernard Tokkie,De Ring des Nevelings,Richard Wagner,False,False,1924-1925,N,German,False,True
2718,13/04/1925,1848,Fé Derickx & Bernard Tokkie,De Ring des Nevelings,Richard Wagner,False,False,1924-1925,N,German,False,True
2719,21/04/1925,1848,Fé Derickx & Bernard Tokkie,De Ring des Nevelings,Richard Wagner,False,False,1924-1925,N,German,False,True
2720,16/04/1925,1848,Fé Derickx & Bernard Tokkie,De Ring des Nevelings,Richard Wagner,False,False,1924-1925,N,German,False,True
2721,23/04/1925,1848,Fé Derickx & Bernard Tokkie,De Ring des Nevelings,Richard Wagner,False,False,1924-1925,N,German,False,True
2722,18/04/1925,1848,Fé Derickx & Bernard Tokkie,De Ring des Nevelings,Richard Wagner,False,False,1924-1925,N,German,False,True
2723,26/04/1925,1848,Fé Derickx & Bernard Tokkie,De Ring des Nevelings,Richard Wagner,False,False,1924-1925,N,German,False,True
2724,11/04/1925,1869,Fé Derickx & Bernard Tokkie,Het Rijngoud,Richard Wagner,False,False,1924-1925,N,German,False,True
2725,19/04/1925,1869,Fé Derickx & Bernard Tokkie,Het Rijngoud,Richard Wagner,False,False,1924-1925,N,German,False,True
2726,13/04/1925,1874,Fé Derickx & Bernard Tokkie,De Walkure,Richard Wagner,False,False,1924-1925,N,German,False,True
2727,21/04/1925,1874,Fé Derickx & Bernard Tokkie,De Walkure,Richard Wagner,False,False,1924-1925,N,German,False,True
2728,16/04/1925,1871,Fé Derickx & Bernard Tokkie,Siegfried,Richard Wagner,False,False,1924-1925,N,German,False,True
2729,23/04/1925,1871,Fé Derickx & Bernard Tokkie,Siegfried,Richard Wagner,False,False,1924-1925,N,German,False,True
2730,18/04/1925,1876,Fé Derickx & Bernard Tokkie,Godendeemstering,Richard Wagner,False,False,1924-1925,N,German,False,True
2731,26/04/1925,1876,Fé Derickx & Bernard Tokkie,Godendeemstering,Richard Wagner,False,False,1924-1925,N,German,False,True
2732,12/04/1925,1791,Fé Derickx & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1924-1925,N,German,False,True
2733,14/04/1925,1922,Fé Derickx & Bernard Tokkie,Stepan,Ebbe Hamerik,False,False,1924-1925,N,other,False,False
2734,19/04/1925,1899,Fé Derickx & Bernard Tokkie,Quinten Massijs,Emile Wambach,False,False,1924-1925,N,Dutch,True,False
2735,25/04/1925,1899,Fé Derickx & Bernard Tokkie,Quinten Massijs,Emile Wambach,False,False,1924-1925,G,Dutch,True,False
2736,28/04/1925,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,False,1924-1925,N,other,False,False
2737,30/04/1925,1845,Fé Derickx & Bernard Tokkie,Tannhauser,Richard Wagner,False,False,1924-1925,N,German,False,True
2738,15/09/1925,1868,Fé Derickx & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,False,1925-1926,G,German,False,True
2739,17/09/1925,1901,Fé Derickx & Bernard Tokkie,De Bruid der Zee,Jan Blockx,False,False,1925-1926,N,Dutch,True,False
2740,17/09/1925,?,Fé Derickx & Bernard Tokkie,Het Maagdelijk Woud,AndrÃ© Illiashenko,False,False,1925-1926,N,other,False,False
2741,19/09/1925,1868,Fé Derickx & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,False,1925-1926,N,German,False,True
2742,20/09/1925,1901,Fé Derickx & Bernard Tokkie,De Bruid der Zee,Jan Blockx,False,False,1925-1926,N,Dutch,True,False
2743,20/09/1925,?,Fé Derickx & Bernard Tokkie,Het Maagdelijk Woud,AndrÃ© Illiashenko,False,False,1925-1926,N,other,False,False
2744,22/09/1925,1791,Fé Derickx & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1925-1926,N,German,False,True
2745,24/09/1925,1868,Fé Derickx & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,False,1925-1926,N,German,False,True
2746,26/09/1925,1791,Fé Derickx & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1925-1926,N,German,False,True
2747,27/09/1925,1901,Fé Derickx & Bernard Tokkie,De Bruid der Zee,Jan Blockx,False,False,1925-1926,N,Dutch,True,False
2748,27/09/1925,1868,Fé Derickx & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,False,1925-1926,N,German,False,True
2749,29/09/1925,1901,Fé Derickx & Bernard Tokkie,De Bruid der Zee,Jan Blockx,False,False,1925-1926,N,Dutch,True,False
2750,29/09/1925,?,Fé Derickx & Bernard Tokkie,Het Maagdelijk Woud,AndrÃ© Illiashenko,False,False,1925-1926,N,other,False,False
2751,01/10/1925,1903,Fé Derickx & Bernard Tokkie,Laagland,Albert D'Eugen,False,False,1925-1926,N,German,False,True
2752,03/10/1925,1901,Fé Derickx & Bernard Tokkie,De Bruid der Zee,Jan Blockx,False,False,1925-1926,N,Dutch,True,False
2753,03/10/1925,?,Fé Derickx & Bernard Tokkie,Het Maagdelijk Woud,AndrÃ© Illiashenko,False,False,1925-1926,N,other,False,False
2754,04/10/1925,1791,Fé Derickx & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1925-1926,N,German,False,True
2755,04/10/1925,1903,Fé Derickx & Bernard Tokkie,Laagland,Albert D'Eugen,False,False,1925-1926,N,German,False,True
2756,06/10/1924,1903,Fé Derickx & Bernard Tokkie,Laagland,Albert D'Eugen,False,False,1924-1925,G,German,False,True
2757,08/10/1925,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,False,1925-1926,G,other,False,False
2758,10/10/1925,1903,Fé Derickx & Bernard Tokkie,Laagland,Albert D'Eugen,False,False,1925-1926,N,German,False,True
2759,10/10/1925,?,Fé Derickx & Bernard Tokkie,Het Maagdelijk Woud,AndrÃ© Illiashenko,False,False,1925-1926,N,other,False,False
2760,11/10/1925,1899,Fé Derickx & Bernard Tokkie,Quinten Massijs,Emile Wambach,False,False,1925-1926,N,Dutch,True,False
2761,11/10/1925,1868,Fé Derickx & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,False,1925-1926,N,German,False,True
2762,13/10/1925,1903,Fé Derickx & Bernard Tokkie,Laagland,Albert D'Eugen,False,False,1925-1926,N,German,False,True
2763,15/10/1925,1868,Fé Derickx & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,False,1925-1926,N,German,False,True
2764,17/10/1925,1843,Fé Derickx & Bernard Tokkie,De Vliegende Hollander,Richard Wagner,False,False,1925-1926,N,other,False,False
2765,18/10/1925,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,False,1925-1926,N,other,False,False
2766,18/10/1925,1791,Fé Derickx & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,False,1925-1926,N,German,False,True
2767,20/10/1925,1868,Fé Derickx & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,False,1925-1926,N,German,False,True
2768,21/10/1925,1868,Fé Derickx & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,False,1925-1926,N,German,False,True
2769,22/10/1925,1843,Fé Derickx & Bernard Tokkie,De Vliegende Hollander,Richard Wagner,False,False,1925-1926,N,other,False,False
2770,24/10/1925,?,Fé Derickx & Bernard Tokkie,Marieke van Nijmegem,P. Franz Uyttenhove,False,False,1925-1926,G,Dutch,True,False
2771,25/10/1925,?,Fé Derickx & Bernard Tokkie,Marieke van Nijmegem,P. Franz Uyttenhove,False,False,1925-1926,G,Dutch,True,False
2772,25/10/1925,1843,Fé Derickx & Bernard Tokkie,De Vliegende Hollander,Richard Wagner,False,False,1925-1926,N,other,False,False
2773,27/10/1925,?,Fé Derickx & Bernard Tokkie,Marieke van Nijmegem,P. Franz Uyttenhove,False,False,1925-1926,N,Dutch,True,False
2774,29/10/1925,1868,Fé Derickx & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,False,1925-1926,N,German,False,True
2775,30/10/1925,1896,Fé Derickx & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1925-1926,G,Dutch,True,False
2776,31/10/1925,1903,Fé Derickx & Bernard Tokkie,Laagland,Albert D'Eugen,False,False,1925-1926,N,German,False,True
2777,01/11/1925,?,Fé Derickx & Bernard Tokkie,Marieke van Nijmegem,P. Franz Uyttenhove,False,False,1925-1926,N,Dutch,True,False
2778,01/11/1925,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,False,1925-1926,N,other,False,False
2779,03/11/1925,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,False,1925-1926,G,other,False,False
2780,05/11/1925,?,Fé Derickx & Bernard Tokkie,Marieke van Nijmegem,P. Franz Uyttenhove,False,False,1925-1926,N,Dutch,True,False
2781,07/11/1925,?,Fé Derickx & Bernard Tokkie,Taifun,Tivadar SzÃ¡ntÃ³,False,False,1925-1926,G,German,False,True
2782,08/11/1925,1868,Fé Derickx & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,False,1925-1926,N,German,False,True
2783,08/11/1925,1896,Fé Derickx & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1925-1926,N,Dutch,True,False
2784,10/11/1925,1903,Fé Derickx & Bernard Tokkie,Laagland,Albert D'Eugen,False,False,1925-1926,G,German,False,True
2785,11/11/1925,?,Fé Derickx & Bernard Tokkie,Taifun,Tivadar SzÃ¡ntÃ³,False,False,1925-1926,N,German,False,True
2786,11/11/1925,?,Fé Derickx & Bernard Tokkie,De Draaimolen,G. Basilewsky,False,False,1925-1926,N,other,False,False
2787,15/11/1925,?,Fé Derickx & Bernard Tokkie,De Draaimolen,G. Basilewsky,False,False,1925-1926,N,other,False,False
2788,14/11/1925,1868,Fé Derickx & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,False,1925-1926,N,German,False,True
2789,15/11/1925,1903,Fé Derickx & Bernard Tokkie,Prinses Zonneschijn,Paul Gilson,False,False,1925-1926,N,Dutch,True,False
2790,15/11/1925,?,Fé Derickx & Bernard Tokkie,Taifun,Tivadar SzÃ¡ntÃ³,False,False,1925-1926,N,German,False,True
2791,17/11/1925,?,Fé Derickx & Bernard Tokkie,Marieke van Nijmegem,P. Franz Uyttenhove,False,False,1925-1926,G,Dutch,True,False
2792,19/11/1925,?,Fé Derickx & Bernard Tokkie,Taifun,Tivadar SzÃ¡ntÃ³,False,False,1925-1926,N,German,False,True
2793,19/11/1925,?,Fé Derickx & Bernard Tokkie,De Draaimolen,G. Basilewsky,False,False,1925-1926,N,other,False,False
2794,21/11/1925,1896,Fé Derickx & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1925-1926,N,Dutch,True,False
2795,22/11/1925,1903,Fé Derickx & Bernard Tokkie,Laagland,Albert D'Eugen,False,False,1925-1926,N,German,False,True
2796,22/11/1925,?,Fé Derickx & Bernard Tokkie,Marieke van Nijmegem,P. Franz Uyttenhove,False,False,1925-1926,N,Dutch,True,False
2797,23/11/1925,1896,Fé Derickx & Bernard Tokkie,Herbergprinses,Jan Blockx,False,False,1925-1926,G,Dutch,True,False
2798,26/11/1925,1903,Fé Derickx & Bernard Tokkie,Prinses Zonneschijn,Paul Gilson,False,False,1925-1926,N,Dutch,True,False
2799,28/11/1925,1845,Fé Derickx & Bernard Tokkie,Tannhauser,Richard Wagner,False,False,1925-1926,N,German,False,True
2800,29/11/1925,?,Fé Derickx & Bernard Tokkie,Taifun,Tivadar SzÃ¡ntÃ³,False,False,1925-1926,N,German,False,True
2801,29/11/1925,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,False,1925-1926,N,other,False,False
2802,01/12/1925,?,Fé Derickx & Bernard Tokkie,Taifun,Tivadar SzÃ¡ntÃ³,False,False,1925-1926,N,German,False,True
